"func","def","fungen","pkg","pag","fungen_bad","sinpagina"
"signal.regression","Linear functionals of a smooth in GAMs","linear.functional.terms","mgcv","2929",,
"sim2jam","Just Another Gibbs Additive Modeller: JAGS support for mgcv.","jagam","mgcv","2920",,
"single.index","Single index models with mgcv","single.index","mgcv","3009",,
"Sl.inirep","Re-parametrizing model matrix X","Sl.initial.repara","mgcv","1324",,
"Sl.initial.repara","Re-parametrizing model matrix X","Sl.initial.repara","mgcv","1324",,
"Sl.repara","Applying re-parameterization from log-determinant of penalty matrix to model matrix.","Sl.repara","mgcv","3012",,
"Sl.setup","Setting up a list representing a block diagonal penalty matrix","Sl.setup","mgcv","3012",,
"slanczos","Compute truncated eigen decomposition of a symmetric matrix","slanczos","mgcv","3013",,
"smooth.construct","Constructor functions for smooth terms in a GAM","smooth.construct","mgcv","3014",,
"smooth.construct.ad.smooth.spec","Adaptive smooths in GAMs","smooth.construct.ad.smooth.spec","mgcv","3019",,
"smooth.construct.bs.smooth.spec","Penalized B-splines in GAMs","smooth.construct.bs.smooth.spec","mgcv","3022",,
"smooth.construct.cc.smooth.spec","Penalized Cubic regression splines in GAMs","smooth.construct.cr.smooth.spec","mgcv","3025",,
"smooth.construct.cp.smooth.spec","P-splines in GAMs","smooth.construct.ps.smooth.spec","mgcv","3037",,
"smooth.construct.cr.smooth.spec","Penalized Cubic regression splines in GAMs","smooth.construct.cr.smooth.spec","mgcv","3025",,
"smooth.construct.cs.smooth.spec","Penalized Cubic regression splines in GAMs","smooth.construct.cr.smooth.spec","mgcv","3025",,
"smooth.construct.ds.smooth.spec","Low rank Duchon 1977 splines","smooth.construct.ds.smooth.spec","mgcv","3027",,
"smooth.construct.fs.smooth.spec","Factor smooth interactions in GAMs","smooth.construct.fs.smooth.spec","mgcv","3029",,
"smooth.construct.gp.smooth.spec","Low rank Gaussian process smooths","smooth.construct.gp.smooth.spec","mgcv","3031",,
"smooth.construct.mrf.smooth.spec","Markov Random Field Smooths","smooth.construct.mrf.smooth.spec","mgcv","3034",,
"smooth.construct.ps.smooth.spec","P-splines in GAMs","smooth.construct.ps.smooth.spec","mgcv","3037",,
"smooth.construct.re.smooth.spec","Simple random effects in GAMs","smooth.construct.re.smooth.spec","mgcv","3039",,
"smooth.construct.sf.smooth.spec","Soap film smoother constructer","smooth.construct.so.smooth.spec","mgcv","3042",,
"smooth.construct.so.smooth.spec","Soap film smoother constructer","smooth.construct.so.smooth.spec","mgcv","3042",,
"smooth.construct.sos.smooth.spec","Splines on the sphere","smooth.construct.sos.smooth.spec","mgcv","3047",,
"smooth.construct.sw.smooth.spec","Soap film smoother constructer","smooth.construct.so.smooth.spec","mgcv","3042",,
"smooth.construct.t2.smooth.spec","Tensor product smoothing constructor","smooth.construct.t2.smooth.spec","mgcv","3050",,
"smooth.construct.tensor.smooth.spec","Tensor product smoothing constructor","smooth.construct.tensor.smooth.spec","mgcv","3051",,
"smooth.construct.tp.smooth.spec","Penalized thin plate regression splines in GAMs","smooth.construct.tp.smooth.spec","mgcv","3052",,
"smooth.construct.ts.smooth.spec","Penalized thin plate regression splines in GAMs","smooth.construct.tp.smooth.spec","mgcv","3052",,
"smooth.construct2","Constructor functions for smooth terms in a GAM","smooth.construct","mgcv","3014",,
"smooth.info","Generic function to provide extra information about smooth specification","smooth.info","mgcv","3055",,
"smooth.terms","Smooth terms in GAM","smooth.terms","mgcv","3056",,
"smooth2random","Convert a smooth to a form suitable for estimating as random effect","smooth2random","mgcv","3059",,
"smoothCon","Prediction/Construction wrapper functions for GAM smooth terms","smoothCon","mgcv","3061",,
"soap","Soap film smoother constructer","smooth.construct.so.smooth.spec","mgcv","3042",,
"solve.pdIdnot","Overflow proof pdMat class for multiples of the identity matrix","pdIdnot","mgcv","2967",,
"sp.vcov","Extract smoothing parameter estimator covariance matrix from (RE)ML GAM fit","sp.vcov","mgcv","3064",,
"spasm.construct","Experimental sparse smoothers","spasm.construct","mgcv","3065",,
"spasm.smooth","Experimental sparse smoothers","spasm.construct","mgcv","3065",,
"spasm.sp","Experimental sparse smoothers","spasm.construct","mgcv","3065",,
"Spherical.Spline","Splines on the sphere","smooth.construct.sos.smooth.spec","mgcv","3047",,
"step.gam","Alternatives to step.gam","step.gam","mgcv","3066",,
"summary.gam","Summary for a GAM fit","summary.gam","mgcv","3067",,
"summary.pdIdnot","Overflow proof pdMat class for multiples of the identity matrix","pdIdnot","mgcv","2967",,
"summary.pdTens","Functions implementing a pdMat class for tensor product smooths","pdTens","mgcv","2968",,
"t.scaled","GAM scaled t family for heavy tailed data","scat","mgcv","3005",,
"t2","Define alternative tensor product smooths in GAM formulae","t2","mgcv","3071",,
"te","Define tensor product smooths or tensor product interactions in GAM formulae","te","mgcv","3075",,
"tensor.prod.model.matrix","Row Kronecker product/ tensor product smooth construction","tensor.prod.model.matrix","mgcv","3079",,
"tensor.prod.penalties","Row Kronecker product/ tensor product smooth construction","tensor.prod.model.matrix","mgcv","3079",,
"ti","Define tensor product smooths or tensor product interactions in GAM formulae","te","mgcv","3075",,
"totalPenaltySpace","Obtaining (orthogonal) basis for null space and range of the penalty matrix","totalPenaltySpace","mgcv","3081",,
"tprs","Penalized thin plate regression splines in GAMs","smooth.construct.tp.smooth.spec","mgcv","3052",,
"trichol","Choleski decomposition of a tri-diagonal matrix","trichol","mgcv","3082",,
"trind.generator","Generates index arrays for upper triangular storage","trind.generator","mgcv","3083",,
"tw","GAM Tweedie families","Tweedie","mgcv","3084",,
"Tweedie","GAM Tweedie families","Tweedie","mgcv","3084",,
"twlss","Tweedie location scale family","twlss","mgcv","3086",,
"uniquecombs","find the unique rows in a matrix","uniquecombs","mgcv","3087",,
"user.defined.smooth","Constructor functions for smooth terms in a GAM","smooth.construct","mgcv","3014",,
"vcov.gam","Extract parameter (estimator) covariance matrix from GAM fit","vcov.gam","mgcv","3089",,
"vis.gam","Visualization of GAM objects","vis.gam","mgcv","3090",,
"Xbd","Internal functions for discretized model matrix handling","XWXd","mgcv","3092",,
"XWXd","Internal functions for discretized model matrix handling","XWXd","mgcv","3092",,
"XWyd","Internal functions for discretized model matrix handling","XWXd","mgcv","3092",,
"ziP","GAM zero-inflated (hurdle) Poisson regression family","ziP","mgcv","3095",,
"zipll","Zero inflated (hurdle) Poisson location-scale model family","ziplss","mgcv","3097",,
"ziplss","Zero inflated (hurdle) Poisson location-scale model family","ziplss","mgcv","3097",,
"%.%","Row Kronecker product/ tensor product smooth construction","tensor.prod.model.matrix","mgcv","3079",,
"ACF","Autocorrelation Function","ACF","nlme","3101",,
"ACF.gls","Autocorrelation Function for gls Residuals","ACF.gls","nlme","3102",,
"ACF.lme","Autocorrelation Function for lme Residuals","ACF.lme","nlme","3103",,
"Alfalfa","Split-Plot Experiment on Varieties of Alfalfa","Alfalfa","nlme","3104",,
"allCoef","Extract Coefficients from a Set of Objects","allCoef","nlme","3105",,
"anova.gls","Compare Likelihoods of Fitted Objects","anova.gls","nlme","3106",,
"anova.lme","Compare Likelihoods of Fitted Objects","anova.lme","nlme","3108",,
"as.data.frame.groupedData","Construct a groupedData Object","groupedData","nlme","3208",,
"as.matrix.corStruct","Matrix of a corStruct Object","as.matrix.corStruct","nlme","3110",,
"as.matrix.pdMat","Matrix of a pdMat Object","as.matrix.pdMat","nlme","3111",,
"as.matrix.reStruct","Matrices of an reStruct Object","as.matrix.reStruct","nlme","3112",,
"asOneFormula","Combine Formulas of a Set of Objects","asOneFormula","nlme","3113",,
"Assay","Bioassay on Cell Culture Plate","Assay","nlme","3114",,
"asTable","Convert groupedData to a matrix","asTable","nlme","3114",,
"asTable.groupedData","Convert groupedData to a matrix","asTable","nlme","3114",,
"augPred","Augmented Predictions","augPred","nlme","3115",,
"augPred.gls","Augmented Predictions","augPred","nlme","3115",,
"augPred.lme","Augmented Predictions","augPred","nlme","3115",,
"augPred.lmList","Augmented Predictions","augPred","nlme","3115",,
"balancedGrouped","Create a groupedData object from a matrix","balancedGrouped","nlme","3117",,
"bdf","Language scores","bdf","nlme","3118",,
"BodyWeight","Rat weight over time for different diets","BodyWeight","nlme","3119",,
"Cefamandole","Pharmacokinetics of Cefamandole","Cefamandole","nlme","3120",,
"coef.corAR1","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corARMA","ARMA(p,q) Correlation Structure","corARMA","nlme","3136",,
"coef.corARMAd","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corCAR1","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corCompSymm","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corHF","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corIdent","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corLin","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corNatural","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corSpatial","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corSpher","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corStruct","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.corSymm","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.gnls","Extract gnls Coefficients","coef.gnls","nlme","3122",,
"coef.lme","Extract lme Coefficients","coef.lme","nlme","3123",,
"coef.lmList","Extract lmList Coefficients","coef.lmList","nlme","3124",,
"coef.modelStruct","Extract modelStruct Object Coefficients","coef.modelStruct","nlme","3126",,
"coef.pdBlocked","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdCompSymm","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdDiag","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdIdent","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdMat","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdNatural","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.pdSymm","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef.reStruct","reStruct Object Coefficients","coef.reStruct","nlme","3128",,
"coef.summary.nlsList","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef.varComb","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varConstPower","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varConstProp","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varExp","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varFixed","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varFunc","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varIdent","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef.varPower","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-","Assign Values to Coefficients","Coef","nlme","3120",,
"coef&lt;-.corAR1","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corARMA","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corCAR1","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corCompSymm","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corHF","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corIdent","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corLin","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corNatural","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corSpatial","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corSpher","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corStruct","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.corSymm","Coefficients of a corStruct Object","coef.corStruct","nlme","3121",,
"coef&lt;-.modelStruct","Extract modelStruct Object Coefficients","coef.modelStruct","nlme","3126",,
"coef&lt;-.pdBlocked","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef&lt;-.pdMat","pdMat Object Coefficients","coef.pdMat","nlme","3127",,
"coef&lt;-.reStruct","reStruct Object Coefficients","coef.reStruct","nlme","3128",,
"coef&lt;-.varComb","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varConstPower","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varConstProp","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varExp","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varFixed","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varIdent","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coef&lt;-.varPower","varFunc Object Coefficients","coef.varFunc","nlme","3129",,
"coefficients&lt;-","Assign Values to Coefficients","Coef","nlme","3120",,
"collapse","Collapse According to Groups","collapse","nlme","3130",,
"collapse.groupedData","Collapse a groupedData Object","collapse.groupedData","nlme","3131",,
"compareFits","Compare Fitted Objects","compareFits","nlme","3132",,
"comparePred","Compare Predictions","comparePred","nlme","3133",,
"comparePred.gls","Compare Predictions","comparePred","nlme","3133",,
"comparePred.lme","Compare Predictions","comparePred","nlme","3133",,
"comparePred.lmList","Compare Predictions","comparePred","nlme","3133",,
"corAR1","AR(1) Correlation Structure","corAR1","nlme","3134",,
"corARMA","ARMA(p,q) Correlation Structure","corARMA","nlme","3136",,
"corCAR1","Continuous AR(1) Correlation Structure","corCAR1","nlme","3138",,
"corClasses","Correlation Structure Classes","corClasses","nlme","3139",,
"corCompSymm","Compound Symmetry Correlation Structure","corCompSymm","nlme","3140",,
"corExp","Exponential Correlation Structure","corExp","nlme","3141",,
"corFactor","Factor of a Correlation Matrix","corFactor","nlme","3143",,
"corFactor.corAR1","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corARMA","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corCAR1","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corCompSymm","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corNatural","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corSpatial","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corStruct","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corFactor.corSymm","Factor of a corStruct Object Matrix","corFactor.corStruct","nlme","3144",,
"corGaus","Gaussian Correlation Structure","corGaus","nlme","3145",,
"corIdent","Correlation Structure Classes","corClasses","nlme","3139",,
"corLin","Linear Correlation Structure","corLin","nlme","3146",,
"corMatrix","Extract Correlation Matrix","corMatrix","nlme","3148",,
"corMatrix.corAR1","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corARMA","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corCAR1","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corCompSymm","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corIdent","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corNatural","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corSpatial","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corStruct","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.corSymm","Matrix of a corStruct Object","corMatrix.corStruct","nlme","3149",,
"corMatrix.pdBlocked","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.pdCompSymm","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.pdDiag","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.pdIdent","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.pdMat","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.pdSymm","Extract Correlation Matrix from a pdMat Object","corMatrix.pdMat","nlme","3150",,
"corMatrix.reStruct","Extract Correlation Matrix from Components of an reStruct Object","corMatrix.reStruct","nlme","3151",,
"corNatural","General correlation in natural parameterization","corNatural","nlme","3152",,
"corRatio","Rational Quadratic Correlation Structure","corRatio","nlme","3153",,
"corSpatial","Spatial Correlation Structure","corSpatial","nlme","3154",,
"corSpher","Spherical Correlation Structure","corSpher","nlme","3156",,
"corStruct","Correlation Structure Classes","corClasses","nlme","3139",,
"corSymm","General Correlation Structure","corSymm","nlme","3158",,
"covariate&lt;-","Assign Covariate Values","Covariate","nlme","3159",,
"covariate&lt;-.varFunc","Assign varFunc Covariate","Covariate.varFunc","nlme","3160",,
"Dialyzer","High-Flux Hemodialyzer","Dialyzer","nlme","3161",,
"Dim","Extract Dimensions from an Object","Dim","nlme","3161",,
"Dim.corSpatial","Dimensions of a corSpatial Object","Dim.corSpatial","nlme","3162",,
"Dim.corStruct","Dimensions of a corStruct Object","Dim.corStruct","nlme","3163",,
"Dim.default","Extract Dimensions from an Object","Dim","nlme","3161",,
"Dim.pdCompSymm","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Dim.pdDiag","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Dim.pdIdent","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Dim.pdMat","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Dim.pdNatural","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Dim.pdSymm","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164",,
"Earthquake","Earthquake Intensity","Earthquake","nlme","3165",,
"ergoStool","Ergometrics experiment with stool types","ergoStool","nlme","3166",,
"Fatigue","Cracks caused by metal fatigue","Fatigue","nlme","3166",,
"fdHess","Finite difference Hessian","fdHess","nlme","3167",,
"fitted.glsStruct","Calculate glsStruct Fitted Values","fitted.glsStruct","nlme","3168",,
"fitted.gnlsStruct","Calculate gnlsStruct Fitted Values","fitted.gnlsStruct","nlme","3169",,
"fitted.lme","Extract lme Fitted Values","fitted.lme","nlme","3169",,
"fitted.lmeStruct","Calculate lmeStruct Fitted Values","fitted.lmeStruct","nlme","3170",,
"fitted.lmList","Extract lmList Fitted Values","fitted.lmList","nlme","3171",,
"fitted.nlmeStruct","Calculate nlmeStruct Fitted Values","fitted.nlmeStruct","nlme","3172",,
"fixed.effects","Extract Fixed Effects","fixed.effects","nlme","3173",,
"fixed.effects.lmList","Extract lmList Fixed Effects","fixef.lmList","nlme","3174",,
"fixef","Extract Fixed Effects","fixed.effects","nlme","3173",,
"fixef.lmList","Extract lmList Fixed Effects","fixef.lmList","nlme","3174",,
"formula.pdBlocked","Extract pdBlocked Formula","formula.pdBlocked","nlme","3175",,
"formula.pdMat","Extract pdMat Formula","formula.pdMat","nlme","3176",,
"formula.reStruct","Extract reStruct Object Formula","formula.reStruct","nlme","3177",,
"gapply","Apply a Function by Groups","gapply","nlme","3177",,
"Gasoline","Refinery yield of gasoline","Gasoline","nlme","3179",,
"getCovariate","Extract Covariate from an Object","getCovariate","nlme","3179",,
"getCovariate.corSpatial","Extract corStruct Object Covariate","getCovariate.corStruct","nlme","3180",,
"getCovariate.corStruct","Extract corStruct Object Covariate","getCovariate.corStruct","nlme","3180",,
"getCovariate.data.frame","Extract Data Frame Covariate","getCovariate.data.frame","nlme","3181",,
"getCovariate.varFunc","Extract varFunc Covariate","getCovariate.varFunc","nlme","3182",,
"getCovariateFormula","Extract Covariates Formula","getCovariateFormula","nlme","3183",,
"getData","Extract Data from an Object","getData","nlme","3183",,
"getData.gls","Extract gls Object Data","getData.gls","nlme","3184",,
"getData.gnls","Extract gls Object Data","getData.gls","nlme","3184",,
"getData.lme","Extract lme Object Data","getData.lme","nlme","3185",,
"getData.lmList","Extract lmList Object Data","getData.lmList","nlme","3186",,
"getData.nlme","Extract lme Object Data","getData.lme","nlme","3185",,
"getData.nls","Extract lme Object Data","getData.lme","nlme","3185",,
"getGroups","Extract Grouping Factors from an Object","getGroups","nlme","3186",,
"getGroups.corStruct","Extract corStruct Groups","getGroups.corStruct","nlme","3187",,
"getGroups.data.frame","Extract Groups from a Data Frame","getGroups.data.frame","nlme","3188",,
"getGroups.gls","Extract gls Object Groups","getGroups.gls","nlme","3189",,
"getGroups.lme","Extract lme Object Groups","getGroups.lme","nlme","3190",,
"getGroups.lmList","Extract lmList Object Groups","getGroups.lmList","nlme","3191",,
"getGroups.varFunc","Extract varFunc Groups","getGroups.varFunc","nlme","3192",,
"getGroupsFormula","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getGroupsFormula.default","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getGroupsFormula.gls","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getGroupsFormula.lme","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getGroupsFormula.lmList","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getGroupsFormula.reStruct","Extract Grouping Formula","getGroupsFormula","nlme","3193",,
"getResponse","Extract Response Variable from an Object","getResponse","nlme","3194",,
"getResponse.data.frame","Extract Response Variable from an Object","getResponse","nlme","3194",,
"getResponseFormula","Extract Formula Specifying Response Variable","getResponseFormula","nlme","3195",,
"getVarCov","Extract variance-covariance matrix","getVarCov","nlme","3195",,
"getVarCov.gls","Extract variance-covariance matrix","getVarCov","nlme","3195",,
"getVarCov.lme","Extract variance-covariance matrix","getVarCov","nlme","3195",,
"gls","Fit Linear Model Using Generalized Least Squares","gls","nlme","3196",,
"glsControl","Control Values for gls Fit","glsControl","nlme","3198",,
"glsObject","Fitted gls Object","glsObject","nlme","3200",,
"glsStruct","Generalized Least Squares Structure","glsStruct","nlme","3201",,
"Glucose","Glucose levels over time","Glucose","nlme","3201",,
"Glucose2","Glucose Levels Following Alcohol Ingestion","Glucose2","nlme","3202",,
"gnls","Fit Nonlinear Model Using Generalized Least Squares","gnls","nlme","3202",,
"gnlsControl","Control Values for gnls Fit","gnlsControl","nlme","3204",,
"gnlsObject","Fitted gnls Object","gnlsObject","nlme","3206",,
"gnlsStruct","Generalized Nonlinear Least Squares Structure","gnlsStruct","nlme","3207",,
"groupedData","Construct a groupedData Object","groupedData","nlme","3208",,
"gsummary","Summarize by Groups","gsummary","nlme","3210",,
"Gun","Methods for firing naval guns","Gun","nlme","3212",,
"IGF","Radioimmunoassay of IGF-I Protein","IGF","nlme","3212",,
"Initialize","Initialize Object","Initialize","nlme","3213",,
"Initialize.corAR1","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corARMA","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corCAR1","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corCompSymm","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corHF","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corIdent","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corLin","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corNatural","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corSpatial","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corSpher","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corStruct","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.corSymm","Initialize corStruct Object","Initialize.corStruct","nlme","3214",,
"Initialize.glsStruct","Initialize a glsStruct Object","Initialize.glsStruct","nlme","3215",,
"Initialize.gnlsStruct","Generalized Nonlinear Least Squares Structure","gnlsStruct","nlme","3207",,
"Initialize.lmeStruct","Initialize an lmeStruct Object","Initialize.lmeStruct","nlme","3215",,
"Initialize.reStruct","Initialize reStruct Object","Initialize.reStruct","nlme","3216",,
"Initialize.varComb","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varConstPower","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varConstProp","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varExp","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varFixed","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varFunc","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varIdent","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"Initialize.varPower","Initialize varFunc Object","Initialize.varFunc","nlme","3217",,
"intervals","Confidence Intervals on Coefficients","intervals","nlme","3218",,
"intervals.gls","Confidence Intervals on gls Parameters","intervals.gls","nlme","3219",,
"intervals.lme","Confidence Intervals on lme Parameters","intervals.lme","nlme","3220",,
"intervals.lmList","Confidence Intervals on lmList Coefficients","intervals.lmList","nlme","3221",,
"isBalanced","Check a Design for Balance","isBalanced","nlme","3222",,
"isBalanced.groupedData","Check a Design for Balance","isBalanced","nlme","3222",,
"isInitialized","Check if Object is Initialized","isInitialized","nlme","3223",,
"isInitialized.pdBlocked","Check if Object is Initialized","isInitialized","nlme","3223",,
"isInitialized.pdMat","Check if Object is Initialized","isInitialized","nlme","3223",,
"LDEsysMat","Generate system matrix for LDEs","LDEsysMat","nlme","3224",,
"lme","Linear Mixed-Effects Models","lme","nlme","3225",,
"lme.formula","Linear Mixed-Effects Models","lme","nlme","3225",,
"lme.groupedData","LME fit from groupedData Object","lme.groupedData","nlme","3227",,
"lme.lmList","LME fit from lmList Object","lme.lmList","nlme","3230",,
"lmeControl","Specifying Control Values for lme Fit","lmeControl","nlme","3232",,
"lmeObject","Fitted lme Object","lmeObject","nlme","3233",,
"lmeStruct","Linear Mixed-Effects Structure","lmeStruct","nlme","3235",,
"lmList","List of lm Objects with a Common Model","lmList","nlme","3236",,
"lmList.formula","List of lm Objects with a Common Model","lmList","nlme","3236",,
"lmList.groupedData","lmList Fit from a groupedData Object","lmList.groupedData","nlme","3237",,
"logDet","Extract the Logarithm of the Determinant","logDet","nlme","3238",,
"logDet.corIdent","Extract corStruct Log-Determinant","logDet.corStruct","nlme","3239",,
"logDet.corStruct","Extract corStruct Log-Determinant","logDet.corStruct","nlme","3239",,
"logDet.pdBlocked","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdCompSymm","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdDiag","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdIdent","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdMat","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdNatural","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.pdSymm","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240",,
"logDet.reStruct","Extract reStruct Log-Determinants","logDet.reStruct","nlme","3240",,
"logLik.corStruct","Extract corStruct Log-Likelihood","logLik.corStruct","nlme","3241",,
"logLik.gls","Log-Likelihood of an lme Object","logLik.lme","nlme","3244",,
"logLik.glsStruct","Log-Likelihood of a glsStruct Object","logLik.glsStruct","nlme","3242",,
"logLik.gnls","Log-Likelihood of a gnls Object","logLik.gnls","nlme","3243",,
"logLik.gnlsStruct","Log-Likelihood of a gnlsStruct Object","logLik.gnlsStruct","nlme","3243",,
"logLik.lme","Log-Likelihood of an lme Object","logLik.lme","nlme","3244",,
