"","func","def","fungen","pkg","pag"
"4932","show-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"4942","signif-method","Compressed, sparse, column-oriented numeric matrices","dgCMatrix-class","Matrix","2321"
"4952","skewpart","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"4962","skewpart-method","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"4972","skewpart-methods","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"4982","solve","Methods in Package Matrix for Function 'solve()'","solve-methods","Matrix","2417"
"4992","solve-method","Methods in Package Matrix for Function 'solve()'","solve-methods","Matrix","2417"
"5002","solve-methods","Methods in Package Matrix for Function 'solve()'","solve-methods","Matrix","2417"
"50110","sparse.model.matrix","Construct Sparse Design / Model Matrices","sparse.model.matrix","Matrix","2420"
"5023","sparseLU-class","Sparse LU decomposition of a square sparse matrix","sparseLU-class","Matrix","2422"
"5032","SparseM-coerce-methods","Sparse Matrix Coercion from and to those from package 'SparseM'","SparseM-conv","Matrix","1324"
"5042","sparseMatrix","General Sparse Matrix Construction from Nonzero Entries","sparseMatrix","Matrix","2424"
"5052","sparseMatrix-class","Virtual Class ""sparseMatrix"" - Mother of Sparse Matrices","sparseMatrix-class","Matrix","2427"
"5062","sparseQR-class","Sparse QR decomposition of a sparse matrix","sparseQR-class","Matrix","2429"
"5072","sparseVector","Sparse Vector Construction from Nonzero Entries","sparseVector","Matrix","2431"
"5082","sparseVector-class","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5092","spMatrix","Sparse Matrix Constructor From Triplet","spMatrix","Matrix","2435"
"51010","Subassign-methods","Methods for ""[&lt;-"" - Assigning to Subsets for 'Matrix'","Subassign-methods","Matrix","2013"
"51110","sum-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"51210","Summary-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5132","Summary-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"5142","Summary-method","(Virtual) Class ""dMatrix"" of ""double"" Matrices","dMatrix-class","Matrix","2329"
"5152","Summary-method","Virtual Class ""ddenseMatrix"" of Numeric Dense Matrices","ddenseMatrix-class","Matrix","2318"
"5162","Summary-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"5172","Summary-method","Virtual Class ""dsparseMatrix"" of Numeric Sparse Matrices","dsparseMatrix-class","Matrix","2337"
"5182","Summary-method","Index Matrices","indMatrix-class","Matrix","2358"
"5192","Summary-method","Virtual Class ""ldenseMatrix"" of Dense Logical Matrices","ldenseMatrix-class","Matrix","2368"
"5202","Summary-method","Class ""nMatrix"" of Non-zero Pattern Matrices","nMatrix-class","Matrix","2391"
"52110","Summary-method","Virtual Class ""ndenseMatrix"" of Dense Logical Matrices","ndenseMatrix-class","Matrix","2386"
"5223","Summary-method","Permutation matrices","pMatrix-class","Matrix","2400"
"5232","Summary-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5242","summary-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"5252","summary-method","Virtual Class ""sparseMatrix"" - Mother of Sparse Matrices","sparseMatrix-class","Matrix","2427"
"5262","svd-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5272","symmetricMatrix-class","Virtual Class of Symmetric Matrices in Package Matrix","symmetricMatrix-class","Matrix","2436"
"5282","symmpart","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"5292","symmpart-method","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"5302","symmpart-methods","Symmetric Part and Skew(symmetric) Part of a Matrix","symmpart","Matrix","2438"
"53110","t-method","Class ""CsparseMatrix"" of Sparse Matrices in Column-compressed Form","CsparseMatrix-class","Matrix","2317"
"5323","t-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5332","t-method","Class ""RsparseMatrix"" of Sparse Matrices in Row-compressed Form","RsparseMatrix-class","Matrix","2414"
"5342","t-method","Class ""TsparseMatrix"" of Sparse Matrices in Triplet Form","TsparseMatrix-class","Matrix","2440"
"5352","t-method","Virtual Class ""ddenseMatrix"" of Numeric Dense Matrices","ddenseMatrix-class","Matrix","2318"
"5362","t-method","Compressed, sparse, column-oriented numeric matrices","dgCMatrix-class","Matrix","2321"
"5372","t-method","Sparse Compressed, Row-oriented Numeric Matrices","dgRMatrix-class","Matrix","2323"
"5382","t-method","Class ""dgeMatrix"" of Dense Numeric (S4 Class) Matrices","dgeMatrix-class","Matrix","2322"
"5392","t-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"5402","t-method","Positive Semi-definite Dense (Packed | Non-packed) Numeric Matrices","dpoMatrix-class","Matrix","2332"
"54110","t-method","Numeric Symmetric Sparse (column compressed) Matrices","dsCMatrix-class","Matrix","2335"
"5423","t-method","Symmetric Dense (Packed | Non-packed) Numeric Matrices","dsyMatrix-class","Matrix","2339"
"5432","t-method","Triangular, (compressed) sparse column matrices","dtCMatrix-class","Matrix","2340"
"5442","t-method","Triangular, dense, numeric matrices","dtrMatrix-class","Matrix","2344"
"5452","t-method","Index Matrices","indMatrix-class","Matrix","2358"
"5462","t-method","Class ""lgeMatrix"" of General Dense Logical Matrices","lgeMatrix-class","Matrix","2369"
"5472","t-method","Sparse logical matrices","lsparseMatrix-classes","Matrix","2370"
"5482","t-method","Symmetric Dense Logical Matrices","lsyMatrix-class","Matrix","2372"
"5492","t-method","Triangular Dense Logical Matrices","ltrMatrix-class","Matrix","2373"
"5502","t-method","Class ""ngeMatrix"" of General Dense Nonzero-pattern Matrices","ngeMatrix-class","Matrix","2390"
"55110","t-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"5523","t-method","Symmetric Dense Nonzero-Pattern Matrices","nsyMatrix-class","Matrix","2396"
"5532","t-method","Triangular Dense Logical Matrices","ntrMatrix-class","Matrix","2397"
"5542","t-method","Permutation matrices","pMatrix-class","Matrix","2400"
"5552","t-method","Class '""packedMatrix""' of packed dense symmetric/triangular Matrices","packedMatrix-class","Matrix","2398"
"5562","t-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5572","T2graph","Conversions ""graph"" &lt;-&gt; (sparse) Matrix","graph2T","Matrix",""
"5582","tail-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5592","tail-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5602","tcrossprod","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"56110","tcrossprod-method","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"5623","tcrossprod-methods","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"5632","toeplitz-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5642","triangularMatrix-class","Virtual Class of Triangular Matrices in Package Matrix","triangularMatrix-class","Matrix","2439"
"5652","tril","Extract bands of a matrix","band","Matrix","2295"
"5662","tril-method","Extract bands of a matrix","band","Matrix","2295"
"5672","tril-methods","Extract bands of a matrix","band","Matrix","2295"
"5682","triu","Extract bands of a matrix","band","Matrix","2295"
"5692","triu-method","Extract bands of a matrix","band","Matrix","2295"
"5702","triu-methods","Extract bands of a matrix","band","Matrix","2295"
"57110","TsparseMatrix-class","Class ""TsparseMatrix"" of Sparse Matrices in Triplet Form","TsparseMatrix-class","Matrix","2440"
"5723","uniqTsparse","Unique (Sorted) TsparseMatrix Representations","uniqTsparse","Matrix","2441"
"5732","unname-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5742","unpack","Representation of Packed and Unpacked (Dense) Matrices","unpack","Matrix","2442"
"5752","unpack-method","Representation of Packed and Unpacked (Dense) Matrices","unpack","Matrix","2442"
"5762","update-method","CHOLMOD-based Cholesky Factorizations","CHMfactor-class","Matrix","2303"
"5772","updown","Up- and Down-Dating a Cholesky Decomposition","updown","Matrix","2444"
"5782","updown-method","Up- and Down-Dating a Cholesky Decomposition","updown","Matrix","2444"
"5792","updown-methods","Up- and Down-Dating a Cholesky Decomposition","updown","Matrix","2444"
"5802","USCounties","USCounties Contiguity Matrix","USCounties","Matrix","2445"
"58110","which-method","(Virtual) Class ""dMatrix"" of ""double"" Matrices","dMatrix-class","Matrix","2329"
"5823","which-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"5832","which-method","Virtual Class ""ldenseMatrix"" of Dense Logical Matrices","ldenseMatrix-class","Matrix","2368"
"5842","which-method","Sparse logical matrices","lsparseMatrix-classes","Matrix","2370"
"5852","which-method","Virtual Class ""ndenseMatrix"" of Dense Logical Matrices","ndenseMatrix-class","Matrix","2386"
"5862","which-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"5872","which-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5882","writeMM","Read and write external matrix formats","externalFormats","Matrix","2348"
"5892","writeMM-method","Read and write external matrix formats","externalFormats","Matrix","2348"
"5902","wrld_1deg","World 1-degree grid contiguity matrix","wrld_1deg","Matrix","2446"
"59110","xsparseVector-class","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5921","zapsmall-method","(Virtual) Class ""dMatrix"" of ""double"" Matrices","dMatrix-class","Matrix","2329"
"5931","zMatrix-class","Virtual Classes Not Yet Really Implemented and Used","unused-classes","Matrix","1120"
"5941","zsparseVector-class","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"5951","!-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"5961","!-method","Virtual Class ""ldenseMatrix"" of Dense Logical Matrices","ldenseMatrix-class","Matrix","2368"
"5971","!-method","Class ""ldiMatrix"" of Diagonal Logical Matrices","ldiMatrix-class","Matrix","2369"
"5981","!-method","Class ""lgeMatrix"" of General Dense Logical Matrices","lgeMatrix-class","Matrix","2369"
"5991","!-method","Sparse logical matrices","lsparseMatrix-classes","Matrix","2370"
"6001","!-method","Triangular Dense Logical Matrices","ltrMatrix-class","Matrix","2373"
"60110","!-method","Virtual Class ""ndenseMatrix"" of Dense Logical Matrices","ndenseMatrix-class","Matrix","2386"
"6021","!-method","Class ""ngeMatrix"" of General Dense Nonzero-pattern Matrices","ngeMatrix-class","Matrix","2390"
"6031","!-method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"6041","!-method","Triangular Dense Logical Matrices","ntrMatrix-class","Matrix","2397"
"6051","!-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"6061","%%-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"6071","%&amp;%","Boolean Arithmetic Matrix Products: '%&amp;%' and Methods","boolean-matprod","Matrix","595"
"6081","%&amp;%-method","Boolean Arithmetic Matrix Products: '%&amp;%' and Methods","boolean-matprod","Matrix","595"
"6091","%&amp;%-methods","Boolean Arithmetic Matrix Products: '%&amp;%' and Methods","boolean-matprod","Matrix","595"
"61010","%*%","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"61110","%*%-method","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"6127","%*%-methods","Matrix (Cross) Products (of Transpose)","matrix-products","Matrix","2382"
"6131","%/%-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"6141","&amp;-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"6151","*-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"6161","+-method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"6171","+-method","Sparse matrices in triplet form","dgTMatrix-class","Matrix","2324"
"6181","--method","Virtual Class ""Matrix"" Class of Matrices","Matrix-class","Matrix","2380"
"6191","--method","Virtual Class ""denseMatrix"" of All Dense Matrices","denseMatrix-class","Matrix","2320"
"6201","--method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"62110","--method","Index Matrices","indMatrix-class","Matrix","2358"
"6221","--method","Sparse logical matrices","lsparseMatrix-classes","Matrix","2370"
"6231","--method","Sparse ""pattern"" Matrices","nsparseMatrix-classes","Matrix","2394"
"6241","--method","Permutation matrices","pMatrix-class","Matrix","2400"
"6251","--method","Virtual Class ""sparseMatrix"" - Mother of Sparse Matrices","sparseMatrix-class","Matrix","2427"
"6261","--method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"6271",".bdiag","Construct a Block Diagonal Matrix","bdiag","Matrix","2298"
"6281",".diagU2N","Transform Triangular Matrices from Unit Triangular to General Triangular and Back","diagU2N","Matrix","2328"
"6291",".dsy2mat","Symmetric Dense (Packed | Non-packed) Numeric Matrices","dsyMatrix-class","Matrix","2339"
"6301",".formatSparseSimple","Formatting Sparse Numeric Matrices Utilities","formatSparseM","Matrix","2351"
"63110",".sparseDiagonal","Create Diagonal Matrix Object","Diagonal","Matrix","2325"
"6321",".SuiteSparse_version","Cholesky Decomposition of a Sparse Matrix","Cholesky","Matrix","2308"
"6331",".symDiagonal","Create Diagonal Matrix Object","Diagonal","Matrix","2325"
"6341",".trDiagonal","Create Diagonal Matrix Object","Diagonal","Matrix","2325"
"6351",".updateCHMfactor","CHOLMOD-based Cholesky Factorizations","CHMfactor-class","Matrix","2303"
"6361",".validateCsparse","Class ""CsparseMatrix"" of Sparse Matrices in Column-compressed Form","CsparseMatrix-class","Matrix","2317"
"6371","/-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"6381","[-method","Methods for ""["": Extraction or Subsetting in Package 'Matrix'","Xtrct-methods","Matrix","2013"
"6391","[-method","Class ""abIndex"" of Abstract Index Vectors","abIndex-class","Matrix","2291"
"6401","[-method","(Virtual) Class ""dMatrix"" of ""double"" Matrices","dMatrix-class","Matrix","2329"
"64110","[-method","Class '""packedMatrix""' of packed dense symmetric/triangular Matrices","packedMatrix-class","Matrix","2398"
"6421","[-method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"6431","[-methods","Methods for ""["": Extraction or Subsetting in Package 'Matrix'","Xtrct-methods","Matrix","2013"
"6441","[&lt;--method","Methods for ""[&lt;-"" - Assigning to Subsets for 'Matrix'","Subassign-methods","Matrix","2013"
"6451","[&lt;--method","Sparse Vector Classes","sparseVector-class","Matrix","2432"
"6461","[&lt;--methods","Methods for ""[&lt;-"" - Assigning to Subsets for 'Matrix'","Subassign-methods","Matrix","2013"
"6471","^-method","Class ""diagonalMatrix"" of Diagonal Matrices","diagonalMatrix-class","Matrix","2327"
"2150","abc.ci","Nonparametric ABC Confidence Intervals","abc.ci","boot","2451"
"3133","acme","Monthly Excess Returns","acme","boot","2453"
"4130","aids","Delay in AIDS Reporting in England and Wales","aids","boot","2453"
"5130","aircondit","Failures of Air-conditioning Equipment","aircondit","boot","2454"
"6128","aircondit7","Failures of Air-conditioning Equipment","aircondit","boot","2454"
"7127","amis","Car Speeding and Warning Signs","amis","boot","2455"
"8127","aml","Remission Times for Acute Myelogenous Leukaemia","aml","boot","3459"
"9126","beaver","Beaver Body Temperature Data","beaver","boot","2457"
"10125","bigcity","Population of U.S. Cities","bigcity","boot","2458"
"11123","boot","Bootstrap Resampling","boot","boot","2458"
"12105","boot.array","Bootstrap Resampling Arrays","boot.array","boot","2464"
"1350","boot.ci","Nonparametric Bootstrap Confidence Intervals","boot.ci","boot","2465"
"1450","boot.return","Bootstrap Resampling","boot","boot","2458"
"1540","brambles","Spatial Location of Bramble Canes","brambles","boot","2468"
"1640","breslow","Smoking Deaths Among Doctors","breslow","boot","2469"
"1738","c.boot","Bootstrap Resampling","boot","boot","2458"
"1838","calcium","Calcium Uptake Data","calcium","boot","2470"
"1938","cane","Sugar-cane Disease Data","cane","boot","2471"
"2038","capability","Simulated Manufacturing Process Data","capability","boot","2472"
"2158","catsM","Weight Data for Domestic Cats","catsM","boot","2472"
"2238","cav","Position of Muscle Caveolae","cav","boot","2473"
"2338","cd4","CD4 Counts for HIV-Positive Patients","cd4","boot","2474"
"2437","cd4.nested","Nested Bootstrap of cd4 data","cd4.nested","boot","2474"
"2530","cens.return","Bootstrap for Censored Data","censboot","boot","2475"
"2630","censboot","Bootstrap for Censored Data","censboot","boot","2475"
"2729","channing","Channing House Data","channing","boot","2479"
"2829","city","Population of U.S. Cities","bigcity","boot","2458"
"2928","claridge","Genetic Links to Left-handedness","claridge","boot","2480"
"3026","cloth","Number of Flaws in Cloth","cloth","boot","2481"
"3134","co.transfer","Carbon Monoxide Transfer","co.transfer","boot","2481"
"3225","coal","Dates of Coal Mining Disasters","coal","boot","2482"
"3325","control","Control Variate Calculations","control","boot","2483"
"3425","corr","Correlation Coefficient","corr","boot","2485"
"3524","cum3","Calculate Third Order Cumulants","cum3","boot","2485"
"3624","cv.glm","Cross-validation for Generalized Linear Models","cv.glm","boot","2486"
"3724","darwin","Darwin's Plant Height Differences","darwin","boot","2488"
"3824","dogs","Cardiac Data for Domestic Dogs","dogs","boot","2489"
"3924","downs.bc","Incidence of Down's Syndrome in British Columbia","downs.bc","boot","2489"
"4024","ducks","Behavioral and Plumage Characteristics of Hybrid Ducks","ducks","boot","2490"
"4133","EEF.profile","Empirical Likelihoods","EEF.profile","boot","2491"
"4224","EL.profile","Empirical Likelihoods","EEF.profile","boot","2491"
"4324","empinf","Empirical Influence Values","empinf","boot","2492"
"4424","envelope","Confidence Envelopes for Curves","envelope","boot","2494"
"4524","exp.tilt","Exponential Tilting","exp.tilt","boot","2496"
"4624","fir","Counts of Balsam-fir Seedlings","fir","boot","2498"
"4724","freq.array","Bootstrap Frequency Arrays","freq.array","boot","2498"
"4824","frets","Head Dimensions in Brothers","frets","boot","2499"
"4924","glm.diag","Generalized Linear Model Diagnostics","glm.diag","boot","2500"
"5024","glm.diag.plots","Diagnostics plots for generalized linear models","glm.diag.plots","boot","2501"
"5133","grav","Acceleration Due to Gravity","gravity","boot","2502"
"5224","gravity","Acceleration Due to Gravity","gravity","boot","2502"
"5324","hirose","Failure Time of PET Film","hirose","boot","2503"
"5424","Imp.Estimates","Importance Sampling Estimates","Imp.Estimates","boot","2504"
"5524","imp.moments","Importance Sampling Estimates","Imp.Estimates","boot","2504"
"5624","imp.prob","Importance Sampling Estimates","Imp.Estimates","boot","2504"
"5724","imp.quantile","Importance Sampling Estimates","Imp.Estimates","boot","2504"
"5824","imp.reg","Importance Sampling Estimates","Imp.Estimates","boot","2504"
"5922","imp.weights","Importance Sampling Weights","imp.weights","boot","2506"
"6022","inv.logit","Inverse Logit Function","inv.logit","boot","2507"
"6129","islay","Jura Quartzite Azimuths on Islay","islay","boot","2508"
"6222","jack.after.boot","Jackknife-after-Bootstrap Plots","jack.after.boot","boot","2508"
"6322","k3.linear","Linear Skewness Estimate","k3.linear","boot","2510"
"6422","linear.approx","Linear Approximation of Bootstrap Replicates","linear.approx","boot","2511"
"6521","lines.saddle.distn","Add a Saddlepoint Approximation to a Plot","lines.saddle.distn","boot","2513"
"6621","logit","Logit of Proportions","logit","boot","2515"
"6721","manaus","Average Heights of the Rio Negro river at Manaus","manaus","boot","2515"
"6821","melanoma","Survival from Malignant Melanoma","melanoma","boot","2516"
"6921","motor","Data from a Simulated Motorcycle Accident","motor","boot","2517"
"7021","neuro","Neurophysiological Point Process Data","neuro","boot","2518"
"7128","nitrofen","Toxicity of Nitrofen in Aquatic Systems","nitrofen","boot","2518"
"7221","nodal","Nodal Involvement in Prostate Cancer","nodal","boot","2519"
"7321","norm.ci","Normal Approximation Confidence Intervals","norm.ci","boot","2520"
"7421","nuclear","Nuclear Power Station Construction Data","nuclear","boot","2522"
"7521","paulsen","Neurotransmission in Guinea Pig Brains","paulsen","boot","2523"
"7621","plot.boot","Plots of the Output of a Bootstrap Simulation","plot.boot","boot","2523"
"7721","poisons","Animal Survival Times","poisons","boot","2526"
"7821","polar","Pole Positions of New Caledonian Laterites","polar","boot","2526"
"7921","print.boot","Print a Summary of a Bootstrap Object","print.boot","boot","2527"
"8021","print.bootci","Print Bootstrap Confidence Intervals","print.bootci","boot","2528"
"8128","print.saddle.distn","Print Quantiles of Saddlepoint Approximations","print.saddle.distn","boot","2529"
"8221","print.simplex","Print Solution to Linear Programming Problem","print.simplex","boot","2529"
"8321","remission","Cancer Remission and Cell Activity","remission","boot","2530"
"8421","saddle","Saddlepoint Approximations for Bootstrap Statistics","saddle","boot","2531"
"8521","saddle.distn","Saddlepoint Distribution Approximations for Bootstrap Statistics","saddle.distn","boot","2533"
"8621","saddle.distn.object","Saddlepoint Distribution Approximation Objects","saddle.distn.object","boot","2536"
"8721","salinity","Water Salinity and River Discharge","salinity","boot","2537"
"8821","simplex","Simplex Method for Linear Programming Problems","simplex","boot","2537"
"8921","simplex.object","Linear Programming Solution Objects","simplex.object","boot","2539"
"9021","smooth.f","Smooth Distributions on Data Points","smooth.f","boot","2540"
"9127","sunspot","Annual Mean Sunspot Numbers","sunspot","boot","2542"
"9221","survival","Survival of Rats after Radiation Doses","survival","boot","3453"
"9321","tau","Tau Particle Decay Modes","tau","boot","2543"
"9421","tilt.boot","Non-parametric Tilted Bootstrap","tilt.boot","boot","2544"
"9521","ts.return","Bootstrapping of Time Series","tsboot","boot","2547"
"9621","tsboot","Bootstrapping of Time Series","tsboot","boot","2547"
"9721","tuna","Tuna Sighting Data","tuna","boot","2550"
"9821","urine","Urine Analysis Data","urine","boot","2551"
"9921","var.linear","Linear Variance Estimate","var.linear","boot","2552"
"10020","wool","Australian Relative Wool Prices","wool","boot","2552"
"2159","batchSOM","Self-Organizing Maps: Batch Algorithm","batchSOM","class","2555"
"3135","condense","Condense training set for k-NN classifier","condense","class","2556"
"4134","knn","k-Nearest Neighbour Classification","knn","class","2557"
"5134","knn.cv","k-Nearest Neighbour Cross-Validatory Classification","knn.cv","class","2558"
"6130","knn1","1-Nearest Neighbour Classification","knn1","class","2559"
"7129","lvq1","Learning Vector Quantization 1","lvq1","class","2560"
"8129","lvq2","Learning Vector Quantization 2.1","lvq2","class","2561"
"9128","lvq3","Learning Vector Quantization 3","lvq3","class","2562"
"10126","lvqinit","Initialize a LVQ Codebook","lvqinit","class","2563"
"11124","lvqtest","Classify Test Set from LVQ Codebook","lvqtest","class","2564"
"12106","multiedit","Multiedit for k-NN Classifier","multiedit","class","2565"
"1360","olvq1","Optimized Learning Vector Quantization 1","olvq1","class","2566"
"1460","plot.SOM","Plot SOM Fits","somgrid","class","2569"
"1549","plot.somgrid","Plot SOM Fits","somgrid","class","2569"
"1649","reduce.nn","Reduce Training Set for a k-NN Classifier","reduce.nn","class","2567"
"1739","SOM","Self-Organizing Maps: Online Algorithm","SOM","class","2568"
"1839","somgrid","Plot SOM Fits","somgrid","class","2569"
"2160","agnes","Agglomerative Nesting (Hierarchical Clustering)","agnes","cluster","2571"
"3136","agnes.object","Agglomerative Nesting (AGNES) Object","agnes.object","cluster","2575"
"4135","agriculture","European Union Agricultural Workforces","agriculture","cluster","2576"
"5135","animals","Attributes of Animals","animals","cluster","2577"
"6132","bannerplot","Plot Banner (of Hierarchical Clustering)","bannerplot","cluster","2578"
"7130","chorSub","Subset of C-horizon of Kola Data","chorSub","cluster","2580"
"8130","clara","Clustering Large Applications","clara","cluster","2581"
"9129","clara.object","Clustering Large Applications (CLARA) Object","clara.object","cluster","2584"
"10127","clusGap","Gap Statistic for Estimating the Number of Clusters","clusGap","cluster","2585"
"11125","clusplot","Bivariate Cluster Plot (of a Partitioning Object)","clusplot.partition","cluster","2374"
"12107","clusplot.default","Bivariate Cluster Plot (clusplot) Default Method","clusplot.default","cluster","2590"
"1370","clusplot.partition","Bivariate Cluster Plot (of a Partitioning Object)","clusplot.partition","cluster","2374"
"1470","coef.hclust","Agglomerative / Divisive Coefficient for 'hclust' Objects","coef.hclust","cluster","2594"
"1550","coef.twins","Agglomerative / Divisive Coefficient for 'hclust' Objects","coef.hclust","cluster","2594"
"1650","coefHier","Agglomerative / Divisive Coefficient for 'hclust' Objects","coef.hclust","cluster","2594"
"1740","daisy","Dissimilarity Matrix Calculation","daisy","cluster","2595"
"1840","diana","DIvisive ANAlysis Clustering","diana","cluster","2598"
"1939","diana.object","DIvisive ANAlysis Clustering","diana","cluster","2598"
"2039","dissimilarity.object","Dissimilarity Matrix Object","dissimilarity.object","cluster","2600"
"2168","ellipsoidhull","Compute the Ellipsoid Hull or Spanning Ellipsoid of a Point Set","ellipsoidhull","cluster","2601"
"2239","ellipsoidPoints","Predict Method for Ellipsoid Objects","predict.ellipsoid","cluster","2627"
"2339","fanny","Fuzzy Analysis Clustering","fanny","cluster","2603"
"2438","fanny.object","Fuzzy Analysis (FANNY) Object","fanny.object","cluster","2605"
"2536","flower","Flower Characteristics","flower","cluster","2607"
"2636","lower.to.upper.tri.inds","Permute Indices for Triangular Matrices","lower.to.upper.tri.inds","cluster","2608"
"2730","maxSE","Gap Statistic for Estimating the Number of Clusters","clusGap","cluster","2585"
"2830","mona","MONothetic Analysis Clustering of Binary Variables","mona","cluster","2608"
"2929","mona.object","Monothetic Analysis (MONA) Object","mona.object","cluster","2610"
"3027","pam","Partitioning Around Medoids","pam","cluster","2611"
"3137","pam.object","Partitioning Around Medoids (PAM) Object","pam.object","cluster","2614"
"3226","partition","Partitioning Object","partition.object","cluster","2616"
"3326","partition.object","Partitioning Object","partition.object","cluster","2616"
"3426","plantTraits","Plant Species Traits Data","plantTraits","cluster","2617"
"3525","plot.agnes","Plots of an Agglomerative Hierarchical Clustering","plot.agnes","cluster","2618"
"3625","plot.clusGap","Gap Statistic for Estimating the Number of Clusters","clusGap","cluster","2585"
"3725","plot.diana","Plots of a Divisive Hierarchical Clustering","plot.diana","cluster","2620"
"3825","plot.mona","Banner of Monothetic Divisive Hierarchical Clusterings","plot.mona","cluster","2622"
"3925","plot.partition","Plot of a Partition of the Data Set","plot.partition","cluster","2623"
"4025","plot.silhouette","Compute or Extract Silhouette Information from Clustering","silhouette","cluster","2633"
"4136","pltree","Plot Clustering Tree of a Hierarchical Clustering","pltree","cluster","2625"
"4225","pltree.twins","Plot Clustering Tree of a Hierarchical Clustering","pltree","cluster","2625"
"4325","pluton","Isotopic Composition Plutonium Batches","pluton","cluster","2626"
"4425","predict.ellipsoid","Predict Method for Ellipsoid Objects","predict.ellipsoid","cluster","2627"
"4525","print.agnes","Print Method for AGNES Objects","print.agnes","cluster","2628"
"4625","print.clara","Print Method for CLARA Objects","print.clara","cluster","2629"
"4725","print.clusGap","Gap Statistic for Estimating the Number of Clusters","clusGap","cluster","2585"
"4825","print.diana","Print Method for DIANA Objects","print.diana","cluster","2629"
"4925","print.dissimilarity","Print and Summary Methods for Dissimilarity Objects","print.dissimilarity","cluster","2630"
"5025","print.ellipsoid","Compute the Ellipsoid Hull or Spanning Ellipsoid of a Point Set","ellipsoidhull","cluster","2601"
"5136","print.fanny","Print and Summary Methods for FANNY Objects","print.fanny","cluster","2631"
"5225","print.mona","Print Method for MONA Objects","print.mona","cluster","2631"
"5325","print.pam","Print Method for PAM Objects","print.pam","cluster","2632"
"5425","print.summary.agnes","Summary Method for 'agnes' Objects","summary.agnes","cluster","2637"
"5525","print.summary.clara","Summary Method for 'clara' Objects","summary.clara","cluster","2637"
"5625","print.summary.diana","Summary Method for 'diana' Objects","summary.diana","cluster","2638"
"5725","print.summary.dissimilarity","Print and Summary Methods for Dissimilarity Objects","print.dissimilarity","cluster","2630"
"5825","print.summary.fanny","Print and Summary Methods for FANNY Objects","print.fanny","cluster","2631"
