"","func","def","fungen","pkg","pag"
"5341","Dialyzer","High-Flux Hemodialyzer","Dialyzer","nlme","3161"
"5342","Dim","Extract Dimensions from an Object","Dim","nlme","3161"
"5343","Dim.corSpatial","Dimensions of a corSpatial Object","Dim.corSpatial","nlme","3162"
"5344","Dim.corStruct","Dimensions of a corStruct Object","Dim.corStruct","nlme","3163"
"5345","Dim.default","Extract Dimensions from an Object","Dim","nlme","3161"
"5346","Dim.pdCompSymm","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5347","Dim.pdDiag","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5348","Dim.pdIdent","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5349","Dim.pdMat","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5350","Dim.pdNatural","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5351","Dim.pdSymm","Dimensions of a pdMat Object","Dim.pdMat","nlme","3164"
"5352","Earthquake","Earthquake Intensity","Earthquake","nlme","3165"
"5353","ergoStool","Ergometrics experiment with stool types","ergoStool","nlme","3166"
"5354","Fatigue","Cracks caused by metal fatigue","Fatigue","nlme","3166"
"5355","fdHess","Finite difference Hessian","fdHess","nlme","3167"
"5356","fitted.glsStruct","Calculate glsStruct Fitted Values","fitted.glsStruct","nlme","3168"
"5357","fitted.gnlsStruct","Calculate gnlsStruct Fitted Values","fitted.gnlsStruct","nlme","3169"
"5358","fitted.lme","Extract lme Fitted Values","fitted.lme","nlme","3169"
"5359","fitted.lmeStruct","Calculate lmeStruct Fitted Values","fitted.lmeStruct","nlme","3170"
"5360","fitted.lmList","Extract lmList Fitted Values","fitted.lmList","nlme","3171"
"5361","fitted.nlmeStruct","Calculate nlmeStruct Fitted Values","fitted.nlmeStruct","nlme","3172"
"5362","fixed.effects","Extract Fixed Effects","fixed.effects","nlme","3173"
"5363","fixed.effects.lmList","Extract lmList Fixed Effects","fixef.lmList","nlme","3174"
"5364","fixef","Extract Fixed Effects","fixed.effects","nlme","3173"
"5365","fixef.lmList","Extract lmList Fixed Effects","fixef.lmList","nlme","3174"
"5366","formula.pdBlocked","Extract pdBlocked Formula","formula.pdBlocked","nlme","3175"
"5367","formula.pdMat","Extract pdMat Formula","formula.pdMat","nlme","3176"
"5368","formula.reStruct","Extract reStruct Object Formula","formula.reStruct","nlme","3177"
"5369","gapply","Apply a Function by Groups","gapply","nlme","3177"
"5370","Gasoline","Refinery yield of gasoline","Gasoline","nlme","3179"
"5371","getCovariate","Extract Covariate from an Object","getCovariate","nlme","3179"
"5372","getCovariate.corSpatial","Extract corStruct Object Covariate","getCovariate.corStruct","nlme","3180"
"5373","getCovariate.corStruct","Extract corStruct Object Covariate","getCovariate.corStruct","nlme","3180"
"5374","getCovariate.data.frame","Extract Data Frame Covariate","getCovariate.data.frame","nlme","3181"
"5375","getCovariate.varFunc","Extract varFunc Covariate","getCovariate.varFunc","nlme","3182"
"5376","getCovariateFormula","Extract Covariates Formula","getCovariateFormula","nlme","3183"
"5377","getData","Extract Data from an Object","getData","nlme","3183"
"5378","getData.gls","Extract gls Object Data","getData.gls","nlme","3184"
"5379","getData.gnls","Extract gls Object Data","getData.gls","nlme","3184"
"5380","getData.lme","Extract lme Object Data","getData.lme","nlme","3185"
"5381","getData.lmList","Extract lmList Object Data","getData.lmList","nlme","3186"
"5382","getData.nlme","Extract lme Object Data","getData.lme","nlme","3185"
"5383","getData.nls","Extract lme Object Data","getData.lme","nlme","3185"
"5384","getGroups","Extract Grouping Factors from an Object","getGroups","nlme","3186"
"5385","getGroups.corStruct","Extract corStruct Groups","getGroups.corStruct","nlme","3187"
"5386","getGroups.data.frame","Extract Groups from a Data Frame","getGroups.data.frame","nlme","3188"
"5387","getGroups.gls","Extract gls Object Groups","getGroups.gls","nlme","3189"
"5388","getGroups.lme","Extract lme Object Groups","getGroups.lme","nlme","3190"
"5389","getGroups.lmList","Extract lmList Object Groups","getGroups.lmList","nlme","3191"
"5390","getGroups.varFunc","Extract varFunc Groups","getGroups.varFunc","nlme","3192"
"5391","getGroupsFormula","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5392","getGroupsFormula.default","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5393","getGroupsFormula.gls","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5394","getGroupsFormula.lme","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5395","getGroupsFormula.lmList","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5396","getGroupsFormula.reStruct","Extract Grouping Formula","getGroupsFormula","nlme","3193"
"5397","getResponse","Extract Response Variable from an Object","getResponse","nlme","3194"
"5398","getResponse.data.frame","Extract Response Variable from an Object","getResponse","nlme","3194"
"5399","getResponseFormula","Extract Formula Specifying Response Variable","getResponseFormula","nlme","3195"
"5400","getVarCov","Extract variance-covariance matrix","getVarCov","nlme","3195"
"5401","getVarCov.gls","Extract variance-covariance matrix","getVarCov","nlme","3195"
"5402","getVarCov.lme","Extract variance-covariance matrix","getVarCov","nlme","3195"
"5403","gls","Fit Linear Model Using Generalized Least Squares","gls","nlme","3196"
"5404","glsControl","Control Values for gls Fit","glsControl","nlme","3198"
"5405","glsObject","Fitted gls Object","glsObject","nlme","3200"
"5406","glsStruct","Generalized Least Squares Structure","glsStruct","nlme","3201"
"5407","Glucose","Glucose levels over time","Glucose","nlme","3201"
"5408","Glucose2","Glucose Levels Following Alcohol Ingestion","Glucose2","nlme","3202"
"5409","gnls","Fit Nonlinear Model Using Generalized Least Squares","gnls","nlme","3202"
"5410","gnlsControl","Control Values for gnls Fit","gnlsControl","nlme","3204"
"5411","gnlsObject","Fitted gnls Object","gnlsObject","nlme","3206"
"5412","gnlsStruct","Generalized Nonlinear Least Squares Structure","gnlsStruct","nlme","3207"
"5413","groupedData","Construct a groupedData Object","groupedData","nlme","3208"
"5414","gsummary","Summarize by Groups","gsummary","nlme","3210"
"5415","Gun","Methods for firing naval guns","Gun","nlme","3212"
"5416","IGF","Radioimmunoassay of IGF-I Protein","IGF","nlme","3212"
"5417","Initialize","Initialize Object","Initialize","nlme","3213"
"5418","Initialize.corAR1","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5419","Initialize.corARMA","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5420","Initialize.corCAR1","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5421","Initialize.corCompSymm","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5422","Initialize.corHF","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5423","Initialize.corIdent","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5424","Initialize.corLin","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5425","Initialize.corNatural","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5426","Initialize.corSpatial","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5427","Initialize.corSpher","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5428","Initialize.corStruct","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5429","Initialize.corSymm","Initialize corStruct Object","Initialize.corStruct","nlme","3214"
"5430","Initialize.glsStruct","Initialize a glsStruct Object","Initialize.glsStruct","nlme","3215"
"5431","Initialize.gnlsStruct","Generalized Nonlinear Least Squares Structure","gnlsStruct","nlme","3207"
"5432","Initialize.lmeStruct","Initialize an lmeStruct Object","Initialize.lmeStruct","nlme","3215"
"5433","Initialize.reStruct","Initialize reStruct Object","Initialize.reStruct","nlme","3216"
"5434","Initialize.varComb","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5435","Initialize.varConstPower","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5436","Initialize.varConstProp","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5437","Initialize.varExp","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5438","Initialize.varFixed","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5439","Initialize.varFunc","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5440","Initialize.varIdent","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5441","Initialize.varPower","Initialize varFunc Object","Initialize.varFunc","nlme","3217"
"5442","intervals","Confidence Intervals on Coefficients","intervals","nlme","3218"
"5443","intervals.gls","Confidence Intervals on gls Parameters","intervals.gls","nlme","3219"
"5444","intervals.lme","Confidence Intervals on lme Parameters","intervals.lme","nlme","3220"
"5445","intervals.lmList","Confidence Intervals on lmList Coefficients","intervals.lmList","nlme","3221"
"5446","isBalanced","Check a Design for Balance","isBalanced","nlme","3222"
"5447","isBalanced.groupedData","Check a Design for Balance","isBalanced","nlme","3222"
"5448","isInitialized","Check if Object is Initialized","isInitialized","nlme","3223"
"5449","isInitialized.pdBlocked","Check if Object is Initialized","isInitialized","nlme","3223"
"5450","isInitialized.pdMat","Check if Object is Initialized","isInitialized","nlme","3223"
"5451","LDEsysMat","Generate system matrix for LDEs","LDEsysMat","nlme","3224"
"5452","lme","Linear Mixed-Effects Models","lme","nlme","3225"
"5453","lme.formula","Linear Mixed-Effects Models","lme","nlme","3225"
"5454","lme.groupedData","LME fit from groupedData Object","lme.groupedData","nlme","3227"
"5455","lme.lmList","LME fit from lmList Object","lme.lmList","nlme","3230"
"5456","lmeControl","Specifying Control Values for lme Fit","lmeControl","nlme","3232"
"5457","lmeObject","Fitted lme Object","lmeObject","nlme","3233"
"5458","lmeStruct","Linear Mixed-Effects Structure","lmeStruct","nlme","3235"
"5459","lmList","List of lm Objects with a Common Model","lmList","nlme","3236"
"5460","lmList.formula","List of lm Objects with a Common Model","lmList","nlme","3236"
"5461","lmList.groupedData","lmList Fit from a groupedData Object","lmList.groupedData","nlme","3237"
"5462","logDet","Extract the Logarithm of the Determinant","logDet","nlme","3238"
"5463","logDet.corIdent","Extract corStruct Log-Determinant","logDet.corStruct","nlme","3239"
"5464","logDet.corStruct","Extract corStruct Log-Determinant","logDet.corStruct","nlme","3239"
"5465","logDet.pdBlocked","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5466","logDet.pdCompSymm","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5467","logDet.pdDiag","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5468","logDet.pdIdent","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5469","logDet.pdMat","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5470","logDet.pdNatural","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5471","logDet.pdSymm","Extract Log-Determinant from a pdMat Object","logDet.pdMat","nlme","3240"
"5472","logDet.reStruct","Extract reStruct Log-Determinants","logDet.reStruct","nlme","3240"
"5473","logLik.corStruct","Extract corStruct Log-Likelihood","logLik.corStruct","nlme","3241"
"5474","logLik.gls","Log-Likelihood of an lme Object","logLik.lme","nlme","3244"
"5475","logLik.glsStruct","Log-Likelihood of a glsStruct Object","logLik.glsStruct","nlme","3242"
"5476","logLik.gnls","Log-Likelihood of a gnls Object","logLik.gnls","nlme","3243"
"5477","logLik.gnlsStruct","Log-Likelihood of a gnlsStruct Object","logLik.gnlsStruct","nlme","3243"
"5478","logLik.lme","Log-Likelihood of an lme Object","logLik.lme","nlme","3244"
"5479","logLik.lmeStruct","Log-Likelihood of an lmeStruct Object","logLik.lmeStruct","nlme","3245"
"5480","logLik.lmeStructInt","Log-Likelihood of an lmeStruct Object","logLik.lmeStruct","nlme","3245"
"5481","logLik.lmList","Log-Likelihood of an lmList Object","logLik.lmList","nlme","3246"
"5482","logLik.reStruct","Calculate reStruct Log-Likelihood","logLik.reStruct","nlme","3247"
"5483","logLik.varComb","Extract varFunc logLik","logLik.varFunc","nlme","3248"
"5484","logLik.varFunc","Extract varFunc logLik","logLik.varFunc","nlme","3248"
"5485","Machines","Productivity Scores for Machines and Workers",".Machine","nlme","5"
"5486","MathAchieve","Mathematics achievement scores","MathAchieve","nlme","3249"
"5487","MathAchSchool","School demographic data for MathAchieve","MathAchSchool","nlme","3250"
"5488","matrix&lt;-","Assign Matrix Values","Matrix","nlme","3250"
"5489","matrix&lt;-.pdBlocked","Assign Matrix to a pdMat or pdBlocked Object","Matrix.pdMat","nlme","3251"
"5490","matrix&lt;-.pdMat","Assign Matrix to a pdMat or pdBlocked Object","Matrix.pdMat","nlme","3251"
"5491","matrix&lt;-.reStruct","Assign reStruct Matrices","Matrix.reStruct","nlme","3252"
"5492","Meat","Tenderness of meat","Meat","nlme","3252"
"5493","Milk","Protein content of cows' milk","Milk","nlme","3253"
"5494","model.matrix.reStruct","reStruct Model Matrix","model.matrix.reStruct","nlme","3254"
"5495","Muscle","Contraction of heart muscle sections","Muscle","nlme","3255"
"5496","Names","Names Associated with an Object","Names","nlme","3255"
"5497","Names.formula","Extract Names from a formula","Names.formula","nlme","3256"
"5498","Names.listForm","Extract Names from a formula","Names.formula","nlme","3256"
"5499","Names.pdBlocked","Names of a pdBlocked Object","Names.pdBlocked","nlme","3257"
"5500","Names.pdMat","Names of a pdMat Object","Names.pdMat","nlme","3258"
"5501","Names.reStruct","Names of an reStruct Object","Names.reStruct","nlme","3259"
"5502","Names&lt;-","Names Associated with an Object","Names","nlme","3255"
"5503","Names&lt;-.pdBlocked","Names of a pdBlocked Object","Names.pdBlocked","nlme","3257"
"5504","Names&lt;-.pdMat","Names of a pdMat Object","Names.pdMat","nlme","3258"
"5505","Names&lt;-.reStruct","Names of an reStruct Object","Names.reStruct","nlme","3259"
"5506","needUpdate","Check if Update is Needed","needUpdate","nlme","3260"
"5507","needUpdate.corStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260"
"5508","needUpdate.default","Check if Update is Needed","needUpdate","nlme","3260"
"5509","needUpdate.modelStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260"
"5510","needUpdate.reStruct","Check if a modelStruct Object Needs Updating","needUpdate.modelStruct","nlme","3260"
"5511","needUpdate.varComb","Check if Update is Needed","needUpdate","nlme","3260"
"5512","needUpdate.varIdent","Check if Update is Needed","needUpdate","nlme","3260"
"5513","nfGroupedData","Construct a groupedData Object","groupedData","nlme","3208"
"5514","Nitrendipene","Assay of nitrendipene","Nitrendipene","nlme","3261"
"5515","nlme","Nonlinear Mixed-Effects Models","nlme","nlme","3262"
"5516","nlme.formula","Nonlinear Mixed-Effects Models","nlme","nlme","3262"
"5517","nlme.nlsList","NLME fit from nlsList Object","nlme.nlsList","nlme","3265"
"5518","nlmeControl","Control Values for nlme Fit","nlmeControl","nlme","3267"
"5519","nlmeObject","Fitted nlme Object","nlmeObject","nlme","3269"
"5520","nlmeStruct","Nonlinear Mixed-Effects Structure","nlmeStruct","nlme","3270"
"5521","nlsList","List of nls Objects with a Common Model","nlsList","nlme","3271"
"5522","nlsList.formula","List of nls Objects with a Common Model","nlsList","nlme","3271"
"5523","nlsList.selfStart","nlsList Fit from a selfStart Function","nlsList.selfStart","nlme","3273"
"5524","nmGroupedData","Construct a groupedData Object","groupedData","nlme","3208"
"5525","Oats","Split-plot Experiment on Varieties of Oats","Oats","nlme","3274"
"5526","Orthodont","Growth curve data on an orthdontic measurement","Orthodont","nlme","3274"
"5527","Ovary","Counts of Ovarian Follicles","Ovary","nlme","3275"
"5528","Oxboys","Heights of Boys in Oxford","Oxboys","nlme","3276"
"5529","Oxide","Variability in Semiconductor Manufacturing","Oxide","nlme","3276"
"5530","pairs.compareFits","Pairs Plot of compareFits Object","pairs.compareFits","nlme","3277"
"5531","pairs.lme","Pairs Plot of an lme Object","pairs.lme","nlme","3278"
"5532","pairs.lmList","Pairs Plot of an lmList Object","pairs.lmList","nlme","3279"
"5533","PBG","Effect of Phenylbiguanide on Blood Pressure","PBG","nlme","3281"
"5534","pdBlocked","Positive-Definite Block Diagonal Matrix","pdBlocked","nlme","3281"
"5535","pdClasses","Positive-Definite Matrix Classes","pdClasses","nlme","3283"
"5536","pdCompSymm","Positive-Definite Matrix with Compound Symmetry Structure","pdCompSymm","nlme","3284"
"5537","pdConstruct","Construct pdMat Objects","pdConstruct","nlme","3285"
"5538","pdConstruct.pdBlocked","Construct pdBlocked Objects","pdConstruct.pdBlocked","nlme","3286"
"5539","pdConstruct.pdCompSymm","Construct pdMat Objects","pdConstruct","nlme","3285"
"5540","pdConstruct.pdDiag","Construct pdMat Objects","pdConstruct","nlme","3285"
"5541","pdConstruct.pdIdent","Construct pdMat Objects","pdConstruct","nlme","3285"
"5542","pdConstruct.pdLogChol","Construct pdMat Objects","pdConstruct","nlme","3285"
"5543","pdConstruct.pdMat","Construct pdMat Objects","pdConstruct","nlme","3285"
"5544","pdConstruct.pdNatural","Construct pdMat Objects","pdConstruct","nlme","3285"
"5545","pdConstruct.pdSymm","Construct pdMat Objects","pdConstruct","nlme","3285"
"5546","pdDiag","Diagonal Positive-Definite Matrix","pdDiag","nlme","3287"
"5547","pdFactor","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5548","pdFactor.pdBlocked","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5549","pdFactor.pdCompSymm","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5550","pdFactor.pdDiag","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5551","pdFactor.pdIdent","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5552","pdFactor.pdLogChol","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5553","pdFactor.pdMat","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5554","pdFactor.pdNatural","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5555","pdFactor.pdSymm","Square-Root Factor of a Positive-Definite Matrix","pdFactor","nlme","3288"
"5556","pdFactor.reStruct","Extract Square-Root Factor from Components of an reStruct Object","pdFactor.reStruct","nlme","3289"
"5557","pdIdent","Multiple of the Identity Positive-Definite Matrix","pdIdent","nlme","3290"
"5558","pdLogChol","General Positive-Definite Matrix","pdLogChol","nlme","3291"
"5559","pdMat","Positive-Definite Matrix","pdMat","nlme","3293"
"5560","pdMatrix","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5561","pdMatrix.pdBlocked","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5562","pdMatrix.pdCompSymm","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5563","pdMatrix.pdDiag","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5564","pdMatrix.pdIdent","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5565","pdMatrix.pdMat","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5566","pdMatrix.pdNatural","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5567","pdMatrix.pdSymm","Extract Matrix or Square-Root Factor from a pdMat Object","pdMatrix","nlme","3294"
"5568","pdMatrix.reStruct","Extract Matrix or Square-Root Factor from Components of an reStruct Object","pdMatrix.reStruct","nlme","3295"
"5569","pdNatural","General Positive-Definite Matrix in Natural Parametrization","pdNatural","nlme","3296"
"5570","pdSymm","General Positive-Definite Matrix","pdSymm","nlme","3297"
"5571","Phenobarb","Phenobarbitol Kinetics","Phenobarb","nlme","3298"
"5572","phenoModel","Model function for the Phenobarb data","phenoModel","nlme","3299"
"5573","Pixel","X-ray pixel intensities over time","Pixel","nlme","3300"
"5574","plot.ACF","Plot an ACF Object","plot.ACF","nlme","3301"
"5575","plot.augPred","Plot an augPred Object","plot.augPred","nlme","3302"
"5576","plot.compareFits","Plot a compareFits Object","plot.compareFits","nlme","3303"
"5577","plot.gls","Plot a gls Object","plot.gls","nlme","3304"
"5578","plot.intervals.lmList","Plot lmList Confidence Intervals","plot.intervals.lmList","nlme","3305"
"5579","plot.lme","Plot an lme or nls object","plot.lme","nlme","3306"
"5580","plot.lmList","Plot an lmList Object","plot.lmList","nlme","3308"
"5581","plot.nffGroupedData","Plot an nffGroupedData Object","plot.nffGroupedData","nlme","3309"
"5582","plot.nfnGroupedData","Plot an nfnGroupedData Object","plot.nfnGroupedData","nlme","3311"
"5583","plot.nls","Plot an lme or nls object","plot.lme","nlme","3306"
"5584","plot.nmGroupedData","Plot an nmGroupedData Object","plot.nmGroupedData","nlme","3312"
"5585","plot.pdMat","Positive-Definite Matrix","pdMat","nlme","3293"
"5586","plot.ranef.lme","Plot a ranef.lme Object","plot.ranef.lme","nlme","3314"
"5587","plot.ranef.lmList","Plot a ranef.lmList Object","plot.ranef.lmList","nlme","3316"
"5588","plot.simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350"
"5589","plot.Variogram","Plot a Variogram Object","plot.Variogram","nlme","3317"
"5590","pooledSD","Extract Pooled Standard Deviation","pooledSD","nlme","3318"
"5591","predict.gls","Predictions from a gls Object","predict.gls","nlme","3319"
"5592","predict.gnls","Predictions from a gnls Object","predict.gnls","nlme","3320"
"5593","predict.lme","Predictions from an lme Object","predict.lme","nlme","3321"
"5594","predict.lmList","Predictions from an lmList Object","predict.lmList","nlme","3322"
"5595","predict.nlme","Predictions from an nlme Object","predict.nlme","nlme","3323"
"5596","print.anova.lme","Compare Likelihoods of Fitted Objects","anova.lme","nlme","3108"
"5597","print.compareFits","Compare Fitted Objects","compareFits","nlme","3132"
"5598","print.corNatural","General correlation in natural parameterization","corNatural","nlme","3152"
"5599","print.intervals.gls","Confidence Intervals on gls Parameters","intervals.gls","nlme","3219"
"5600","print.intervals.lme","Confidence Intervals on lme Parameters","intervals.lme","nlme","3220"
"5601","print.intervals.lmList","Confidence Intervals on lmList Coefficients","intervals.lmList","nlme","3221"
"5602","print.lmList","List of lm Objects with a Common Model","lmList","nlme","3236"
"5603","print.ranef","Extract Random Effects","random.effects","nlme","3332"
"5604","print.ranef.lme","Extract lme Random Effects","ranef.lme","nlme","3332"
"5605","print.reStruct","Random Effects Structure","reStruct","nlme","3349"
"5606","print.simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350"
"5607","print.summary.lme","Summarize an lme Object","summary.lme","nlme","3357"
"5608","print.summary.pdMat","Print a summary.pdMat Object","print.summary.pdMat","nlme","3325"
"5609","print.varComb","Print a varFunc Object","print.varFunc","nlme","3326"
"5610","print.VarCorr.lme","Extract variance and correlation components","VarCorr","nlme","3372"
"5611","print.VarCov","Extract variance-covariance matrix","getVarCov","nlme","3195"
"5612","print.varFunc","Print a varFunc Object","print.varFunc","nlme","3326"
"5613","qqnorm.gls","Normal Plot of Residuals from a gls Object","qqnorm.gls","nlme","3326"
"5614","qqnorm.lm","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328"
"5615","qqnorm.lme","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328"
"5616","qqnorm.lmList","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328"
"5617","qqnorm.nls","Normal Plot of Residuals or Random Effects from an lme Object","qqnorm.lme","nlme","3328"
"5618","Quinidine","Quinidine Kinetics","Quinidine","nlme","3329"
"5619","quinModel","Model function for the Quinidine data","quinModel","nlme","3330"
"5620","Rail","Evaluation of Stress in Railway Rails","Rail","nlme","3331"
"5621","random.effects","Extract Random Effects","random.effects","nlme","3332"
"5622","random.effects.lme","Extract lme Random Effects","ranef.lme","nlme","3332"
"5623","random.effects.lmList","Extract lmList Random Effects","ranef.lmList","nlme","3334"
"5624","ranef","Extract Random Effects","random.effects","nlme","3332"
"5625","ranef.lme","Extract lme Random Effects","ranef.lme","nlme","3332"
"5626","ranef.lmList","Extract lmList Random Effects","ranef.lmList","nlme","3334"
"5627","RatPupWeight","The weight of rat pups","RatPupWeight","nlme","3335"
"5628","recalc","Recalculate Condensed Linear Model Object","recalc","nlme","3336"
"5629","recalc.corAR1","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5630","recalc.corARMA","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5631","recalc.corCAR1","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5632","recalc.corCompSymm","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5633","recalc.corHF","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5634","recalc.corIdent","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5635","recalc.corNatural","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5636","recalc.corSpatial","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5637","recalc.corStruct","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5638","recalc.corSymm","Recalculate for corStruct Object","recalc.corStruct","nlme","3337"
"5639","recalc.modelStruct","Recalculate for a modelStruct Object","recalc.modelStruct","nlme","3338"
"5640","recalc.reStruct","Recalculate for an reStruct Object","recalc.reStruct","nlme","3339"
"5641","recalc.varFunc","Recalculate for varFunc Object","recalc.varFunc","nlme","3339"
"5642","recalc.varIdent","Recalculate for varFunc Object","recalc.varFunc","nlme","3339"
"5643","Relaxin","Assay for Relaxin","Relaxin","nlme","3340"
"5644","Remifentanil","Pharmacokinetics of Remifentanil","Remifentanil","nlme","3341"
"5645","residuals.gls","Extract gls Residuals","residuals.gls","nlme","3342"
"5646","residuals.glsStruct","Calculate glsStruct Residuals","residuals.glsStruct","nlme","3343"
"5647","residuals.gnls","Extract gls Residuals","residuals.gls","nlme","3342"
"5648","residuals.gnlsStruct","Calculate gnlsStruct Residuals","residuals.gnlsStruct","nlme","3344"
"5649","residuals.lme","Extract lme Residuals","residuals.lme","nlme","3345"
"5650","residuals.lmeStruct","Calculate lmeStruct Residuals","residuals.lmeStruct","nlme","3346"
"5651","residuals.lmList","Extract lmList Residuals","residuals.lmList","nlme","3347"
"5652","residuals.nlmeStruct","Calculate nlmeStruct Residuals","residuals.nlmeStruct","nlme","3348"
"5653","reStruct","Random Effects Structure","reStruct","nlme","3349"
"5654","simulate.lme","Simulate Results from 'lme' Models","simulate.lme","nlme","3350"
"5655","solve.pdBlocked","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5656","solve.pdDiag","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5657","solve.pdIdent","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5658","solve.pdLogChol","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5659","solve.pdMat","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5660","solve.pdNatural","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5661","solve.pdSymm","Calculate Inverse of a Positive-Definite Matrix","solve.pdMat","nlme","3352"
"5662","solve.reStruct","Apply Solve to an reStruct Object","solve.reStruct","nlme","3352"
"5663","Soybean","Growth of soybean plants","Soybean","nlme","3353"
"5664","splitFormula","Split a Formula","splitFormula","nlme","3354"
"5665","Spruce","Growth of Spruce Trees","Spruce","nlme","3355"
"5666","summary.corAR1","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5667","summary.corARMA","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5668","summary.corCAR1","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5669","summary.corCompSymm","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5670","summary.corExp","Summarize a corStruct Object","summary.corStruct","nlme","3355"
"5671","summary.corGaus","Summarize a corStruct Object","summary.corStruct","nlme","3355"
